,status_of_existing_checking_account,duration_(months),credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_existing_credits,job,no._of_people_being_liable_to_provide_maintenance,telephone,foreign_worker,class
799,A12,0-10,A32,A40,0-2500,A65,A72,4,A93,A101,2,A121,30-40,A143,A152,1,A171,1,A191,A201,1
800,A14,20-30,A34,A46,0-2500,A61,A75,4,A93,A101,4,A124,50-60,A143,A153,2,A173,2,A191,A201,1
801,A12,10-20,A34,A43,0-2500,A61,A75,3,A92,A103,4,A121,40-50,A141,A151,2,A172,1,A192,A201,1
802,A11,10-20,A34,A42,2500-5000,A61,A75,1,A92,A101,4,A122,20-30,A143,A152,2,A173,1,A191,A201,1
803,A14,10-20,A34,A43,0-2500,A65,A75,4,A93,A101,4,A123,30-40,A143,A152,2,A173,1,A191,A201,1
804,A12,10-20,A32,A40,5000-7500,A65,A71,1,A92,A101,2,A121,20-30,A143,A151,1,A171,1,A191,A201,1
805,A11,30-40,A32,A40,7500-10000,A61,A74,2,A93,A101,1,A123,20-30,A143,A152,1,A173,1,A192,A201,2
806,A12,0-10,A32,A43,0-2500,A61,A72,3,A94,A101,3,A121,20-30,A143,A152,1,A172,1,A191,A202,1
807,A14,10-20,A34,A43,0-2500,A65,A75,4,A93,A101,4,A121,60-70,A143,A152,4,A173,1,A191,A201,1
808,A12,40-50,A31,A41,7500-10000,A61,A71,1,A93,A101,2,A124,50-60,A141,A153,1,A174,1,A192,A201,1
809,A12,10-20,A30,A40,0-2500,A61,A72,2,A92,A101,1,A121,20-30,A143,A151,2,A171,1,A191,A201,2
810,A12,0-10,A32,A49,0-2500,A61,A72,3,A94,A101,2,A121,20-30,A143,A152,1,A173,1,A192,A201,1
811,A12,0-10,A32,A43,0-2500,A61,A74,3,A94,A103,3,A121,20-30,A141,A152,1,A172,1,A191,A201,1
812,A11,30-40,A34,A41,7500-10000,A61,A74,4,A93,A101,4,A123,20-30,A143,A152,2,A173,1,A192,A201,2
813,A11,40-50,A32,A44,2500-5000,A61,A73,3,A93,A101,4,A123,50-60,A143,A152,1,A173,1,A191,A201,2
814,A11,40-50,A32,A40,2500-5000,A61,A74,4,A93,A101,4,A124,40-50,A143,A153,1,A173,2,A191,A201,2
815,A12,30-40,A33,A40,5000-7500,A61,A73,2,A92,A101,2,A122,50-60,A143,A151,1,A173,1,A191,A201,1
816,A14,0-10,A32,A44,0-2500,A63,A73,1,A91,A101,4,A121,60-70,A143,A152,1,A173,1,A191,A201,1
817,A14,0-10,A34,A43,0-2500,A61,A74,1,A92,A101,2,A123,20-30,A143,A151,2,A173,1,A192,A201,1
818,A11,30-40,A32,A410,15000-17500,A61,A71,2,A91,A102,3,A123,40-50,A143,A152,1,A174,1,A191,A201,1
819,A11,10-20,A32,A43,0-2500,A61,A73,4,A94,A101,3,A121,20-30,A141,A152,1,A173,1,A191,A201,2
820,A14,10-20,A32,A40,0-2500,A61,A73,3,A94,A101,2,A121,20-30,A143,A152,2,A173,1,A192,A201,1
821,A13,10-20,A32,A43,2500-5000,A61,A73,3,A94,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
822,A11,30-40,A32,A42,2500-5000,A61,A75,2,A93,A101,2,A122,40-50,A141,A152,1,A173,2,A191,A201,2
823,A11,0-10,A34,A40,0-2500,A61,A75,4,A93,A101,4,A121,40-50,A143,A152,2,A172,1,A191,A201,1
824,A14,10-20,A34,A42,2500-5000,A61,A72,3,A91,A101,2,A123,30-40,A143,A152,2,A174,1,A192,A201,1
825,A11,20-30,A34,A40,0-2500,A61,A75,4,A94,A101,3,A123,20-30,A143,A152,2,A173,1,A192,A201,1
826,A11,10-20,A34,A40,2500-5000,A61,A75,1,A92,A101,4,A121,30-40,A141,A151,3,A173,1,A192,A201,2
827,A14,10-20,A30,A49,2500-5000,A61,A73,2,A93,A101,2,A123,30-40,A142,A152,2,A173,2,A191,A201,2
828,A11,30-40,A32,A41,7500-10000,A65,A75,3,A93,A101,4,A124,40-50,A143,A153,1,A173,1,A191,A201,2
829,A12,40-50,A33,A49,5000-7500,A65,A73,4,A93,A101,4,A124,30-40,A143,A153,1,A173,2,A192,A201,1
830,A14,20-30,A33,A49,0-2500,A63,A73,4,A93,A101,2,A123,40-50,A143,A152,2,A173,2,A192,A201,1
831,A11,10-20,A32,A40,0-2500,A61,A72,4,A92,A101,3,A123,20-30,A143,A151,1,A173,1,A192,A201,2
832,A11,40-50,A30,A49,10000-12500,A61,A75,2,A93,A101,4,A123,20-30,A143,A151,2,A173,1,A191,A201,2
833,A12,20-30,A32,A43,5000-7500,A65,A75,2,A92,A101,4,A123,40-50,A143,A152,1,A173,1,A192,A201,1
834,A13,10-20,A32,A43,0-2500,A61,A72,2,A92,A101,3,A121,20-30,A143,A152,1,A172,1,A191,A201,2
835,A11,10-20,A30,A40,0-2500,A61,A73,4,A93,A101,4,A123,40-50,A141,A152,2,A173,1,A191,A201,2
836,A14,10-20,A32,A43,0-2500,A65,A73,4,A92,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,1
837,A14,0-10,A32,A42,0-2500,A61,A72,1,A92,A101,3,A121,20-30,A143,A151,1,A172,2,A191,A201,1
838,A11,20-30,A34,A41,2500-5000,A61,A75,4,A93,A101,4,A122,60-70,A143,A152,2,A173,1,A192,A201,1
839,A14,20-30,A34,A43,2500-5000,A61,A75,4,A94,A102,3,A121,40-50,A143,A152,2,A173,1,A191,A201,1
840,A11,30-40,A32,A42,5000-7500,A61,A74,4,A93,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,2
841,A14,20-30,A33,A41,2500-5000,A61,A73,3,A93,A101,2,A121,20-30,A142,A152,2,A172,1,A191,A201,1
842,A14,10-20,A32,A45,0-2500,A61,A72,4,A92,A101,4,A121,20-30,A143,A152,1,A173,1,A191,A201,2
843,A14,20-30,A31,A49,0-2500,A61,A74,4,A93,A101,4,A123,40-50,A141,A152,1,A173,1,A192,A201,1
844,A14,10-20,A32,A42,2500-5000,A61,A75,4,A93,A101,4,A122,40-50,A141,A152,3,A173,2,A192,A201,1
845,A12,20-30,A32,A42,2500-5000,A65,A74,2,A93,A101,3,A123,30-40,A143,A152,1,A173,1,A192,A201,1
846,A14,10-20,A32,A40,5000-7500,A65,A73,2,A93,A101,4,A123,60-70,A143,A151,2,A173,1,A191,A201,2
847,A14,20-30,A32,A40,0-2500,A61,A72,4,A94,A101,2,A121,20-30,A143,A152,1,A173,1,A191,A201,1
848,A11,0-10,A32,A43,0-2500,A61,A74,3,A93,A101,4,A121,50-60,A143,A152,1,A173,1,A191,A201,1
849,A11,10-20,A32,A43,0-2500,A61,A75,4,A93,A101,4,A121,50-60,A142,A152,1,A172,1,A191,A201,2
850,A11,10-20,A34,A40,0-2500,A61,A73,4,A94,A103,2,A122,30-40,A141,A151,2,A173,1,A191,A202,2
851,A14,20-30,A34,A41,2500-5000,A65,A74,3,A93,A101,4,A122,40-50,A143,A152,2,A173,1,A192,A201,1
852,A14,10-20,A34,A43,0-2500,A61,A73,4,A93,A101,4,A124,30-40,A143,A153,2,A173,1,A192,A201,1
853,A11,10-20,A31,A40,0-2500,A61,A74,4,A93,A101,4,A124,30-40,A143,A153,2,A172,2,A191,A201,2
854,A14,30-40,A33,A40,10000-12500,A61,A75,2,A93,A101,2,A123,40-50,A143,A152,2,A173,2,A192,A201,1
855,A14,20-30,A32,A40,0-2500,A62,A72,4,A94,A101,3,A121,30-40,A143,A152,1,A173,1,A192,A201,1
856,A14,0-10,A32,A48,0-2500,A65,A74,4,A92,A101,3,A122,30-40,A143,A152,1,A173,1,A192,A201,1
857,A14,10-20,A34,A42,2500-5000,A61,A73,4,A93,A101,2,A124,20-30,A143,A153,1,A173,1,A192,A201,1
858,A11,10-20,A32,A40,2500-5000,A61,A73,3,A92,A101,2,A122,20-30,A143,A152,1,A173,1,A192,A201,2
859,A14,0-10,A32,A40,2500-5000,A62,A73,1,A93,A103,2,A121,20-30,A143,A151,1,A173,2,A191,A202,1
860,A14,20-30,A34,A41,5000-7500,A64,A73,4,A93,A101,2,A121,20-30,A143,A152,2,A173,1,A191,A201,1
861,A14,10-20,A33,A49,0-2500,A61,A73,4,A94,A101,2,A123,20-30,A143,A152,1,A173,1,A192,A201,2
862,A11,20-30,A32,A43,0-2500,A61,A72,4,A92,A101,4,A121,30-40,A143,A152,1,A173,1,A192,A201,2
863,A14,20-30,A34,A42,2500-5000,A64,A72,4,A93,A101,2,A121,30-40,A142,A152,2,A172,2,A192,A201,1
864,A14,0-10,A32,A42,0-2500,A61,A73,2,A93,A101,2,A121,20-30,A141,A151,1,A172,1,A191,A201,2
865,A14,10-20,A32,A42,0-2500,A63,A73,2,A92,A101,4,A123,10-20,A143,A151,1,A173,1,A191,A201,1
866,A11,10-20,A32,A43,0-2500,A61,A72,4,A92,A101,1,A123,20-30,A142,A152,1,A173,1,A191,A201,1
867,A14,10-20,A34,A42,2500-5000,A61,A75,2,A93,A101,4,A122,40-50,A142,A152,1,A173,1,A191,A201,1
868,A14,30-40,A32,A49,5000-7500,A65,A75,3,A93,A101,2,A122,30-40,A143,A152,2,A173,1,A191,A201,1
869,A11,10-20,A32,A42,0-2500,A61,A75,4,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,1
870,A14,30-40,A33,A42,7500-10000,A63,A74,2,A92,A101,4,A123,30-40,A143,A152,2,A173,1,A192,A201,1
871,A13,0-10,A34,A40,0-2500,A61,A75,1,A93,A101,4,A121,40-50,A143,A152,2,A173,2,A191,A202,1
872,A11,20-30,A34,A49,0-2500,A62,A74,4,A93,A101,1,A121,20-30,A143,A152,2,A173,1,A192,A201,1
873,A14,10-20,A32,A44,0-2500,A65,A72,4,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
874,A11,10-20,A32,A42,2500-5000,A61,A73,2,A93,A102,2,A122,20-30,A143,A152,1,A172,2,A191,A201,1
875,A12,10-20,A34,A40,0-2500,A64,A73,4,A92,A101,4,A123,30-40,A143,A152,2,A173,1,A191,A201,1
876,A11,10-20,A31,A43,0-2500,A61,A72,3,A93,A102,4,A124,30-40,A141,A153,1,A174,1,A192,A201,1
877,A14,30-40,A32,A43,2500-5000,A61,A75,4,A93,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,1
878,A11,0-10,A32,A40,0-2500,A61,A72,3,A93,A101,2,A124,20-30,A143,A153,1,A174,1,A192,A201,2
879,A14,20-30,A34,A43,5000-7500,A65,A74,2,A93,A101,3,A122,30-40,A143,A152,2,A173,1,A191,A201,1
880,A14,20-30,A32,A41,7500-10000,A61,A74,3,A93,A101,3,A123,30-40,A143,A152,1,A174,1,A192,A201,1
881,A14,20-30,A32,A41,7500-10000,A65,A73,2,A91,A101,4,A124,40-50,A143,A153,1,A173,1,A192,A201,1
882,A12,20-30,A34,A40,0-2500,A65,A75,4,A93,A101,4,A121,30-40,A143,A152,2,A173,1,A191,A201,1
883,A14,10-20,A34,A43,0-2500,A61,A71,4,A92,A101,4,A123,60-70,A143,A152,2,A171,1,A191,A201,1
884,A12,20-30,A32,A42,2500-5000,A61,A74,3,A91,A101,3,A123,40-50,A143,A152,1,A173,1,A192,A201,2
885,A11,10-20,A32,A46,0-2500,A61,A72,4,A92,A101,4,A122,50-60,A143,A152,1,A173,1,A191,A201,2
886,A12,20-30,A34,A49,2500-5000,A65,A74,4,A93,A101,3,A124,30-40,A143,A152,2,A173,2,A192,A201,1
887,A12,40-50,A32,A49,15000-17500,A61,A73,2,A93,A101,2,A123,20-30,A143,A152,1,A173,1,A192,A201,2
888,A14,30-40,A34,A40,5000-7500,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,2,A174,1,A192,A201,1
889,A14,20-30,A31,A41,7500-10000,A65,A72,3,A93,A103,4,A121,30-40,A141,A151,2,A173,2,A192,A201,1
890,A11,20-30,A34,A49,0-2500,A61,A75,4,A93,A101,4,A123,40-50,A142,A152,4,A174,2,A192,A201,1
891,A14,10-20,A34,A43,0-2500,A61,A75,4,A93,A101,4,A123,40-50,A143,A152,2,A173,1,A192,A201,1
892,A11,10-20,A34,A40,0-2500,A61,A73,4,A93,A101,4,A122,30-40,A141,A152,2,A172,1,A191,A202,1
893,A12,30-40,A34,A41,5000-7500,A61,A73,3,A93,A101,4,A123,30-40,A143,A152,2,A173,1,A192,A201,1
894,A14,10-20,A34,A43,0-2500,A65,A73,4,A93,A101,3,A122,20-30,A143,A152,2,A173,1,A192,A201,1
895,A14,30-40,A33,A41,7500-10000,A65,A74,3,A93,A101,2,A123,30-40,A142,A152,1,A174,2,A192,A201,1
896,A11,20-30,A32,A43,2500-5000,A61,A72,4,A92,A101,4,A122,20-30,A143,A151,1,A174,1,A192,A201,1
897,A14,10-20,A34,A42,0-2500,A64,A74,3,A92,A101,2,A122,30-40,A143,A152,1,A173,1,A191,A202,1
898,A14,10-20,A32,A42,0-2500,A65,A74,1,A92,A101,4,A121,30-40,A141,A151,1,A172,1,A191,A201,1
899,A11,10-20,A32,A42,2500-5000,A61,A73,2,A93,A102,3,A123,40-50,A143,A152,1,A173,1,A191,A201,2
900,A11,10-20,A34,A40,2500-5000,A61,A75,2,A93,A103,4,A122,40-50,A141,A151,1,A173,1,A192,A201,2
901,A14,10-20,A34,A40,2500-5000,A65,A72,2,A91,A101,4,A121,40-50,A143,A152,2,A173,1,A192,A201,1
902,A14,30-40,A34,A41,10000-12500,A65,A75,2,A93,A101,4,A124,40-50,A143,A153,2,A173,1,A191,A201,1
903,A14,10-20,A32,A43,0-2500,A65,A73,4,A94,A101,2,A121,30-40,A143,A151,1,A173,1,A192,A201,1
904,A14,20-30,A32,A43,0-2500,A61,A75,4,A93,A101,1,A121,30-40,A143,A152,1,A174,1,A192,A201,1
905,A11,10-20,A32,A43,0-2500,A61,A73,2,A93,A101,2,A121,10-20,A143,A151,1,A174,2,A192,A201,1
906,A11,20-30,A32,A40,2500-5000,A65,A74,2,A93,A102,2,A121,20-30,A143,A152,1,A172,1,A191,A202,1
907,A12,30-40,A32,A46,2500-5000,A65,A73,2,A94,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,1
908,A14,10-20,A33,A41,2500-5000,A61,A72,1,A92,A101,2,A122,40-50,A143,A152,2,A172,1,A191,A201,1
909,A12,0-10,A32,A40,2500-5000,A65,A73,1,A92,A101,2,A121,30-40,A143,A152,1,A172,1,A191,A201,1
910,A14,30-40,A33,A43,2500-5000,A61,A73,4,A92,A101,4,A121,30-40,A143,A152,2,A173,1,A191,A201,1
911,A12,20-30,A34,A42,2500-5000,A61,A72,2,A92,A101,4,A123,20-30,A141,A152,1,A172,1,A191,A201,2
912,A12,20-30,A32,A43,2500-5000,A65,A75,2,A92,A101,4,A123,20-30,A143,A152,1,A173,1,A191,A201,1
913,A14,10-20,A32,A49,0-2500,A64,A75,1,A91,A101,2,A121,20-30,A143,A152,1,A173,1,A192,A201,1
914,A11,20-30,A31,A49,2500-5000,A61,A73,4,A93,A101,2,A122,30-40,A143,A151,1,A173,1,A192,A201,2
915,A12,40-50,A30,A410,17500-20000,A61,A73,1,A92,A101,2,A122,30-40,A141,A152,1,A174,1,A192,A202,2
916,A14,0-10,A32,A41,2500-5000,A62,A73,1,A93,A102,2,A121,30-40,A143,A152,1,A173,2,A191,A201,1
917,A11,0-10,A32,A40,12500-15000,A61,A75,1,A93,A101,4,A124,60-70,A141,A152,1,A174,1,A192,A201,2
918,A11,20-30,A32,A42,0-2500,A62,A71,1,A91,A101,1,A122,30-40,A143,A152,1,A173,1,A191,A201,2
919,A11,20-30,A32,A42,2500-5000,A61,A75,4,A93,A101,2,A122,30-40,A143,A151,1,A174,1,A192,A201,2
920,A14,10-20,A34,A42,0-2500,A61,A73,4,A92,A101,2,A124,20-30,A143,A152,2,A173,1,A191,A201,1
921,A14,40-50,A33,A43,12500-15000,A63,A74,4,A93,A101,1,A123,30-40,A143,A152,1,A174,1,A192,A201,1
922,A11,0-10,A32,A43,0-2500,A61,A72,3,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,2
923,A12,10-20,A32,A40,0-2500,A61,A74,3,A93,A101,4,A122,20-30,A143,A151,1,A173,2,A192,A201,1
924,A11,20-30,A31,A42,5000-7500,A61,A72,2,A91,A101,1,A122,50-60,A141,A152,1,A173,1,A192,A201,2
925,A11,10-20,A31,A40,0-2500,A61,A72,4,A93,A101,2,A123,40-50,A141,A152,2,A173,1,A192,A201,2
926,A11,10-20,A34,A42,0-2500,A61,A72,4,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,1
927,A11,40-50,A32,A41,10000-12500,A61,A74,4,A93,A101,4,A124,30-40,A142,A153,3,A173,2,A192,A201,2
928,A14,20-30,A32,A43,0-2500,A65,A75,4,A93,A101,4,A123,50-60,A143,A152,1,A173,1,A192,A201,1
929,A11,10-20,A33,A40,0-2500,A61,A73,4,A93,A101,2,A121,40-50,A143,A152,2,A172,2,A191,A201,1
930,A11,20-30,A32,A42,0-2500,A61,A72,4,A93,A102,1,A122,20-30,A143,A152,1,A172,1,A191,A202,1
931,A12,0-10,A32,A43,0-2500,A61,A72,4,A92,A101,2,A123,20-30,A143,A152,1,A173,1,A192,A201,2
932,A14,0-10,A34,A40,0-2500,A61,A73,3,A93,A101,1,A121,20-30,A143,A152,2,A173,1,A191,A201,1
933,A14,10-20,A34,A43,0-2500,A63,A75,4,A93,A101,4,A122,40-50,A143,A152,2,A173,2,A192,A201,1
934,A11,10-20,A32,A43,0-2500,A61,A73,4,A92,A101,1,A123,20-30,A141,A152,1,A173,1,A191,A201,1
935,A12,20-30,A33,A43,0-2500,A62,A72,4,A93,A101,3,A124,20-30,A142,A152,2,A174,1,A191,A201,2
936,A13,0-10,A32,A43,0-2500,A61,A73,3,A92,A101,2,A121,20-30,A143,A152,1,A172,1,A191,A201,2
937,A12,0-10,A32,A43,0-2500,A61,A72,4,A94,A101,3,A123,20-30,A143,A151,1,A174,1,A192,A201,1
938,A12,50-60,A32,A46,5000-7500,A61,A73,4,A93,A101,4,A124,40-50,A143,A153,1,A173,1,A191,A201,2
939,A14,20-30,A34,A41,5000-7500,A65,A73,2,A93,A101,4,A122,40-50,A143,A152,2,A174,2,A192,A201,1
940,A14,10-20,A32,A40,2500-5000,A65,A72,2,A93,A101,3,A122,40-50,A143,A152,1,A174,2,A192,A201,1
941,A14,0-10,A32,A40,0-2500,A61,A73,3,A93,A101,2,A121,30-40,A143,A152,1,A172,2,A191,A202,1
942,A14,20-30,A32,A42,0-2500,A65,A74,4,A93,A101,2,A123,30-40,A142,A152,1,A173,1,A192,A201,1
943,A14,0-10,A34,A40,0-2500,A61,A74,2,A93,A101,1,A121,40-50,A143,A152,3,A172,2,A191,A201,1
944,A11,10-20,A32,A42,0-2500,A61,A72,4,A92,A103,1,A122,40-50,A143,A151,1,A173,1,A191,A201,1
945,A12,40-50,A30,A40,7500-10000,A63,A72,1,A92,A101,1,A123,20-30,A143,A152,2,A173,1,A191,A201,1
946,A11,20-30,A31,A42,2500-5000,A63,A72,4,A93,A101,4,A124,20-30,A143,A153,1,A173,2,A192,A201,2
947,A14,10-20,A32,A40,2500-5000,A65,A71,4,A93,A101,4,A124,30-40,A143,A152,1,A174,1,A192,A201,1
948,A14,10-20,A32,A42,0-2500,A61,A72,4,A94,A102,1,A122,40-50,A143,A152,1,A172,2,A191,A201,2
949,A14,20-30,A32,A43,2500-5000,A62,A75,2,A93,A101,4,A123,30-40,A143,A152,2,A173,1,A191,A201,2
950,A12,10-20,A34,A49,2500-5000,A61,A71,3,A94,A101,3,A123,30-40,A143,A152,3,A171,2,A192,A201,1
951,A11,30-40,A33,A49,0-2500,A61,A74,2,A93,A101,1,A123,20-30,A143,A152,2,A173,1,A192,A201,2
952,A12,20-30,A32,A41,2500-5000,A63,A72,3,A92,A101,4,A123,20-30,A143,A151,1,A173,1,A191,A201,2
953,A14,30-40,A32,A42,10000-12500,A61,A71,4,A92,A101,2,A123,20-30,A143,A152,2,A174,1,A192,A201,2
954,A11,10-20,A32,A40,0-2500,A61,A73,4,A92,A103,4,A122,20-30,A143,A152,1,A173,1,A192,A201,1
955,A11,20-30,A34,A43,0-2500,A64,A75,4,A92,A101,4,A122,50-60,A143,A151,2,A174,1,A192,A201,1
956,A13,20-30,A34,A43,2500-5000,A65,A75,4,A93,A101,4,A122,40-50,A142,A152,2,A172,1,A191,A201,1
957,A12,0-10,A34,A43,0-2500,A61,A75,2,A93,A101,4,A121,30-40,A143,A152,3,A172,1,A191,A201,1
958,A11,20-30,A32,A40,2500-5000,A61,A73,3,A93,A101,2,A123,40-50,A143,A152,1,A172,1,A191,A201,2
959,A12,20-30,A32,A42,2500-5000,A62,A75,4,A93,A101,4,A124,20-30,A143,A153,1,A173,1,A191,A201,1
960,A14,0-10,A34,A43,0-2500,A61,A75,2,A94,A101,2,A121,20-30,A143,A151,2,A173,1,A191,A201,1
961,A12,20-30,A33,A40,0-2500,A61,A73,1,A91,A101,4,A122,40-50,A143,A152,2,A173,1,A191,A201,1
962,A14,10-20,A32,A40,2500-5000,A65,A73,3,A93,A101,2,A124,20-30,A143,A152,1,A173,1,A191,A201,1
963,A14,20-30,A32,A43,0-2500,A63,A75,3,A93,A101,2,A123,30-40,A141,A152,2,A173,1,A192,A201,2
964,A12,0-10,A32,A45,0-2500,A61,A72,3,A94,A101,1,A122,20-30,A143,A152,1,A172,1,A191,A201,1
965,A12,20-30,A32,A43,0-2500,A65,A73,4,A92,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
966,A12,20-30,A34,A43,2500-5000,A63,A73,4,A93,A101,2,A122,20-30,A143,A152,2,A172,1,A191,A201,2
967,A14,10-20,A32,A43,2500-5000,A61,A75,4,A92,A101,2,A123,50-60,A141,A151,1,A174,1,A192,A201,1
968,A14,40-50,A32,A43,5000-7500,A65,A74,2,A94,A101,4,A122,20-30,A143,A151,1,A173,1,A192,A201,1
969,A11,10-20,A34,A40,2500-5000,A61,A73,1,A93,A101,2,A121,30-40,A143,A152,2,A172,2,A191,A201,1
970,A12,10-20,A32,A45,0-2500,A62,A73,4,A93,A103,2,A121,20-30,A143,A152,1,A173,1,A191,A201,1
971,A14,20-30,A32,A40,5000-7500,A61,A73,1,A93,A101,4,A122,40-50,A143,A152,1,A172,2,A191,A201,1
972,A11,20-30,A31,A40,0-2500,A61,A71,1,A92,A102,4,A124,20-30,A143,A151,2,A171,1,A191,A201,2
973,A11,50-60,A32,A49,5000-7500,A61,A75,4,A93,A102,4,A124,30-40,A143,A151,1,A173,1,A191,A201,2
974,A14,20-30,A34,A43,2500-5000,A61,A73,4,A92,A101,2,A123,30-40,A143,A152,1,A173,1,A192,A201,1
975,A13,20-30,A32,A43,0-2500,A63,A73,3,A92,A101,3,A123,50-60,A143,A152,1,A172,1,A191,A201,1
976,A12,0-10,A32,A43,0-2500,A61,A73,2,A92,A103,3,A121,60-70,A143,A152,1,A173,1,A191,A201,1
977,A12,10-20,A33,A49,0-2500,A65,A75,4,A93,A101,2,A122,40-50,A143,A152,2,A173,1,A191,A201,1
978,A14,20-30,A33,A40,2500-5000,A61,A75,4,A93,A101,4,A123,40-50,A143,A152,2,A172,2,A191,A201,2
979,A12,10-20,A31,A40,0-2500,A62,A73,2,A94,A101,2,A122,20-30,A143,A151,1,A173,1,A191,A201,2
980,A12,20-30,A34,A42,7500-10000,A61,A74,2,A93,A101,2,A122,40-50,A143,A152,1,A173,1,A191,A201,2
981,A14,40-50,A32,A49,2500-5000,A61,A71,3,A93,A101,2,A123,30-40,A141,A151,1,A174,1,A192,A201,2
982,A13,20-30,A32,A40,2500-5000,A62,A73,1,A92,A101,1,A123,20-30,A141,A152,1,A174,1,A192,A201,1
983,A11,30-40,A32,A41,7500-10000,A61,A73,2,A93,A101,2,A122,20-30,A143,A152,1,A173,2,A191,A201,2
984,A14,20-30,A34,A42,0-2500,A61,A74,2,A93,A101,2,A122,20-30,A143,A152,2,A172,1,A191,A201,1
985,A11,10-20,A34,A42,0-2500,A61,A73,4,A92,A101,3,A122,20-30,A143,A151,2,A173,1,A191,A201,1
986,A13,40-50,A30,A49,5000-7500,A61,A72,2,A91,A101,1,A122,30-40,A143,A152,2,A173,1,A191,A201,1
987,A14,10-20,A32,A43,0-2500,A62,A71,2,A92,A101,4,A121,60-70,A143,A152,1,A173,1,A191,A201,1
988,A11,20-30,A32,A41,5000-7500,A61,A71,4,A93,A101,2,A124,20-30,A143,A153,1,A174,1,A192,A201,1
989,A12,20-30,A34,A43,0-2500,A61,A75,4,A93,A101,2,A122,40-50,A143,A152,2,A172,1,A191,A201,1
990,A14,10-20,A34,A46,2500-5000,A65,A72,2,A93,A101,1,A122,30-40,A143,A152,2,A172,2,A191,A201,1
991,A14,10-20,A31,A43,0-2500,A62,A75,4,A93,A101,4,A123,30-40,A141,A152,1,A172,2,A191,A201,1
992,A11,10-20,A32,A43,0-2500,A65,A74,2,A94,A101,4,A123,20-30,A143,A151,2,A172,1,A191,A201,1
993,A11,30-40,A32,A42,2500-5000,A61,A71,4,A93,A101,3,A122,20-30,A143,A152,1,A174,1,A192,A201,1
994,A14,10-20,A32,A40,0-2500,A65,A75,4,A93,A101,3,A123,40-50,A143,A152,1,A173,1,A192,A201,1
995,A14,10-20,A32,A42,0-2500,A61,A74,3,A92,A101,4,A121,30-40,A143,A152,1,A172,1,A191,A201,1
996,A11,20-30,A32,A41,2500-5000,A61,A73,4,A91,A101,4,A122,30-40,A143,A152,1,A174,1,A192,A201,1
997,A14,10-20,A32,A43,0-2500,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,1,A173,1,A191,A201,1
998,A11,40-50,A32,A43,0-2500,A61,A73,4,A93,A101,4,A124,20-30,A143,A153,1,A173,1,A192,A201,2
999,A12,40-50,A34,A41,2500-5000,A62,A71,3,A93,A101,4,A123,20-30,A143,A152,1,A173,1,A191,A201,1
